grad_rate,school_type,magnet,teachers_per_student,support_per_teacher,log_math_pass,log_read_pass,avg_salaries_admin_per_student,urban_centric_locale,avg_teacher_salaries,lunch_program
0.95,Regular,no,0.05475504322766571,0.3087719298245614,4.04305126783455,4.04305126783455,265.23919308357347,Suburb,47733.42105263158,no
0.97,Regular,no,0.051451187335092345,0.28205128205128205,4.127134385045092,3.9512437185814275,300.54662796833776,Suburb,50726.179487179485,no
0.97,Regular,no,0.057546693589096413,0.3157894736842105,4.060443010546419,4.04305126783455,218.06207420494698,Suburb,49147.21052631579,no
0.93,Regular,no,0.06349206349206349,0.48333333333333334,3.9512437185814275,3.9512437185814275,290.5101851851852,Suburb,51995.683333333334,no
0.95,Regular,no,0.06019522776572668,0.12936936936936935,4.276666119016055,4.1588830833596715,261.87923644251623,City,49805.71171171171,no
0.84,Regular,no,0.06497622820919176,0.13414634146341464,3.7954891891721947,3.5409593240373143,227.4310618066561,Rural,44339.65853658537,no
0.92,Regular,no,0.052364864864864864,0.12903225806451613,3.7376696182833684,3.9512437185814275,274.6435810810811,Rural,49083.51612903226,no
0.9,Regular,no,0.0498238550578762,0.1111111111111111,4.04305126783455,4.07753744390572,204.9028686462003,Rural,48789.292929292926,no
0.84,Regular,no,0.08633093525179857,0.2916666666666667,3.1986731175506815,3.1986731175506815,520.4424460431654,Rural,35281.625,no
0.81,Regular,no,0.056818181818181816,0.36,3.6635616461296463,3.5553480614894135,267.2287878787879,Town,55448.48,no
0.93,Regular,no,0.05754950495049505,0.3218279569892473,4.30406509320417,4.23410650459726,273.0092821782178,City,52910.666666666664,no
0.87,Regular,no,0.0585480093676815,0.3,4.127134385045092,3.9512437185814275,215.76112412177986,Rural,55314,no
0.95,Regular,no,0.054858934169279,0.32857142857142857,4.07753744390572,3.9889840465642745,282.2061128526646,City,56594.3,no
0.84,Regular,no,0.05647461494580719,0.27525252525252525,3.6888794541139363,3.58351893845611,255.9001711351968,Town,53422.38383838384,no
0.84,Regular,no,0.060714285714285714,0.31941176470588234,3.6109179126442243,3.6109179126442243,324.7419642857143,Rural,48604.91176470588,no
0.93,Regular,no,0.056691449814126396,0.36065573770491804,4.127134385045092,4.204692619390966,336.28903345724905,Rural,54562.934426229505,no
0.97,Regular,no,0.012903225806451613,0.25,4.04305126783455,4.127134385045092,569.4645161290323,City,117220.75,no
0.77,Regular,no,0.044257112750263436,0.07142857142857142,2.4849066497880004,2.4849066497880004,455.6033983140147,Suburb,57127.26190476191,yes
0.87,Regular,no,0.056862745098039215,0.28620689655172415,3.8501476017100584,3.8501476017100584,383.53921568627453,Town,50418.206896551725,no
0.92,Regular,no,0.060674157303370786,0.2011111111111111,3.6109179126442243,3.4657359027997265,466.05842696629213,Rural,49639.40740740741,no
0.8,Regular,yes,0.05649303008070433,0.10506493506493507,2.4849066497880004,2.4849066497880004,237.45820322817315,City,45917.38961038961,yes
0.71,Regular,no,0.054906542056074766,0.20127659574468088,2.4849066497880004,2.4849066497880004,270.8213528037383,City,54214.40425531915,yes
0.72,Regular,no,0.06465517241379311,0.14266666666666666,2.4849066497880004,2.833213344056216,319.6925962643678,City,46013.02222222222,yes
0.99,Regular,no,0.0575,0.15586956521739131,4.204692619390966,4.276666119016055,256.08830125000003,City,54071.97826086957,yes
0.77,Regular,no,0.06114130434782609,0.19844444444444445,0.9162907318741551,2.4849066497880004,302.29052717391306,City,49285.37777777778,yes
0.77,Regular,yes,0.05771812080536913,0.19,2.0149030205422647,2.4849066497880004,280.6016147651007,City,49472.11627906977,yes
0.83,Regular,no,0.0622568093385214,0.17354166666666668,2.4849066497880004,2.833213344056216,304.20762386511024,City,43606.229166666664,yes
0.95,Regular,no,0.06039076376554174,0.5676470588235294,3.7954891891721947,3.7954891891721947,257.535190053286,Rural,46619.970588235294,no
0.97,Regular,no,0.05454545454545454,0.9919047619047618,3.8501476017100584,4.04305126783455,398.6340103896104,Rural,47402.76190476191,no
0.97,Regular,no,0.05336426914153132,0.8206521739130435,3.9512437185814275,4.04305126783455,273.3975672853828,Rural,49382.82608695652,no
0.82,Regular,no,0.0521415270018622,0.8014285714285714,3.8501476017100584,3.9512437185814275,283.2896592178771,Rural,48360.67857142857,no
0.92,Regular,no,0.05148514851485148,0.745,3.8501476017100584,3.8501476017100584,306.1761148514851,Rural,46101.53846153846,no
0.95,Regular,no,0.05751633986928104,0.5381818181818182,3.9982007016691985,3.7954891891721947,260.7430758169935,Rural,42870.954545454544,no
0.92,Regular,no,0.05575539568345324,0.8158064516129032,3.4657359027997265,3.295836866004329,284.86628776978415,Rural,46152.903225806454,no
0.92,Regular,no,0.061224489795918366,0.3333333333333333,4.04305126783455,4.127134385045092,513.2350116618076,Town,52731.666666666664,no
0.87,Regular,no,0.06532663316582915,0.07692307692307693,0.9162907318741551,2.0149030205422647,351.42964824120605,Town,55603.46153846154,yes
0.77,Regular,no,0.05815831987075929,0.30666666666666664,3.091042453358316,3.6109179126442243,317.7996768982229,Rural,45498.97222222222,no
0.95,Regular,no,0.0525164113785558,0.25666666666666665,2.302585092994046,3.4011973816621555,344.4682713347921,Rural,46041.166666666664,no
0.95,Regular,yes,0.05442176870748299,0.35375,3.7954891891721947,3.5409593240373143,339.02611337868484,Rural,43532.958333333336,no
0.92,Regular,no,0.060810810810810814,0.3333333333333333,3.7376696182833684,3.8501476017100584,153.70777027027026,Rural,59323.72222222222,no
0.97,Regular,no,0.05790645879732739,0.19230769230769232,3.7376696182833684,3.7376696182833684,154.40311804008908,Rural,57618.153846153844,no
0.97,Regular,no,0.06084656084656084,0.2608695652173913,3.4657359027997265,3.6109179126442243,185.63756613756613,Suburb,58382.82608695652,no
0.92,Regular,no,0.054613935969868174,0.06896551724137931,3.6109179126442243,3.295836866004329,142.91148775894538,Suburb,59226.03448275862,no
0.97,Regular,no,0.057208237986270026,0.28,4.04305126783455,3.9512437185814275,109.00228832951944,Rural,61625.92,no
0.97,Regular,no,0.05732484076433121,0.24074074074074073,3.8501476017100584,3.8501476017100584,138.04670912951167,Rural,63032.18518518518,no
0.77,Regular,no,0.05904059040590406,0.4375,3.091042453358316,3.091042453358316,310.42250922509226,Suburb,48239.75,no
0.84,Regular,no,0.07630522088353414,0.21052631578947367,3.1986731175506815,3.1986731175506815,313.2530120481928,Rural,55263.15789473684,yes
0.82,Regular,no,0.057571964956195244,0.21739130434782608,3.6109179126442243,3.6109179126442243,374.21777221526906,Town,73369.56521739131,no
0.95,Regular,no,0.061461794019933555,0.18135135135135136,3.7954891891721947,3.7954891891721947,339.82882558139534,Town,51687.56756756757,no
0.92,Regular,no,0.0574468085106383,0.1574074074074074,4.04305126783455,3.9512437185814275,430.9558510638298,Town,52968.59259259259,no
0.9,Regular,no,0.05783132530120482,0.23124999999999998,3.4011973816621555,3.4011973816621555,458.2297807228916,Rural,50546.291666666664,no
0.97,Regular,no,0.05953827460510328,0.17183673469387756,3.7954891891721947,3.7954891891721947,353.36858323207775,Rural,50709.67346938775,no
0.95,Regular,no,0.062385321100917435,0.17558823529411763,3.1986731175506815,3.5409593240373143,389.42029724770646,Rural,49027.5,no
0.95,Regular,no,0.046218487394957986,0.48484848484848486,3.9982007016691985,3.7954891891721947,68.00140056022408,Rural,66980.45454545454,no
0.82,Regular,no,0.04665629860031104,0.3,3.6109179126442243,3.6109179126442243,68.3841368584759,Rural,65188.4,no
0.84,Regular,no,0.046341463414634146,0.7631578947368421,3.4011973816621555,2.302585092994046,118.4219512195122,Rural,69229.31578947368,no
0.95,Regular,no,0.04672897196261682,0.38333333333333336,3.1986731175506815,3.1986731175506815,73.36292834890966,Rural,67526.26666666666,no
0.95,Regular,no,0.04111842105263158,0.62,2.70805020110221,3.1986731175506815,105.98536513157894,Rural,79395.48,no
0.87,Regular,no,0.03970223325062035,0.3125,3.8501476017100584,3.8501476017100584,53.37096774193548,Rural,70182.25,no
0.84,Regular,no,0.05555555555555555,0.15789473684210525,2.70805020110221,2.70805020110221,421.0251286549708,Rural,52306.31578947369,yes
0.82,Regular,no,0.05405405405405406,0.16666666666666666,3.091042453358316,3.295836866004329,432.4039039039039,Rural,63479.5,yes
0.92,Regular,no,0.05483028720626632,0.19047619047619047,3.4657359027997265,3.295836866004329,404.04699738903395,Rural,67535.47619047618,yes
0.92,Regular,no,0.05813953488372093,0.15,3.295836866004329,3.295836866004329,307.18023255813955,Rural,53332.36666666667,yes
0.87,Regular,no,0.060658578856152515,0.5337142857142857,3.7376696182833684,3.7376696182833684,617.8915736568458,Rural,68340.57142857143,no
0.92,Regular,no,0.06003159557661927,0.23684210526315788,3.6109179126442243,3.7376696182833684,260.25269036334913,Rural,47614.31578947369,no
0.97,Regular,no,0.053465346534653464,0.37037037037037035,3.9982007016691985,3.9982007016691985,324.70943762376237,Rural,49647.2962962963,no
0.95,Regular,no,0.05273069679849341,0.05357142857142857,3.1986731175506815,3.1986731175506815,386.5574387947269,Rural,47521.46428571428,no
0.95,Regular,no,0.05687203791469194,0.03125,3.9982007016691985,3.7954891891721947,177.26303317535545,Rural,42217.479166666664,no
0.97,Regular,no,0.05319148936170213,0.05,3.5409593240373143,3.1986731175506815,533.6808510638298,Rural,14012.7,no
0.95,Regular,no,0.0661764705882353,0.3333333333333333,3.7954891891721947,3.7954891891721947,649.5367647058823,Rural,50741.5,no
0.92,Regular,no,0.06940874035989718,0.18518518518518517,3.1986731175506815,3.1986731175506815,467.560411311054,Rural,43693.18518518518,no
0.97,Regular,no,0.05908096280087528,0.18518518518518517,3.4657359027997265,3.6109179126442243,348.2888402625821,Rural,54536.92592592593,no
0.82,Regular,no,0.021479713603818614,0.8333333333333334,2.833213344056216,2.833213344056216,782.700477326969,Rural,144957.22222222222,yes
0.82,Regular,no,0.047619047619047616,0.23076923076923078,3.1986731175506815,3.5409593240373143,479.2267326007326,Rural,43694.07692307692,no
0.9,Regular,no,0.061946902654867256,0.4642857142857143,3.5409593240373143,3.1986731175506815,322.343889380531,Rural,33908.71428571428,no
0.95,Regular,no,0.06126126126126126,0.23529411764705882,3.7954891891721947,3.7954891891721947,230.19405945945945,Rural,41838.23529411765,no
0.9,Regular,no,0.06640625,0.38235294117647056,3.5409593240373143,3.5409593240373143,373.18469140625,Rural,40973.64705882353,no
0.92,Regular,no,0.06233766233766234,0.32916666666666666,3.9512437185814275,4.04305126783455,262.65267792207794,Rural,41036.458333333336,no
0.95,Regular,no,0.06405693950177936,0.8611111111111112,3.7954891891721947,3.9982007016691985,247.15124555160142,Rural,52049.333333333336,yes
0.95,Regular,no,0.0585480093676815,0.52,3.295836866004329,3.4657359027997265,262.88524590163934,Rural,46317.86,yes
0.87,Regular,no,0.0568445475638051,0.5918367346938775,3.5409593240373143,3.1986731175506815,252.9907192575406,Rural,50053.34693877551,yes
0.97,Regular,no,0.05102040816326531,1.3333333333333333,3.7376696182833684,3.7376696182833684,441.16326530612247,Rural,58612.46666666667,no
0.92,Regular,no,0.05454545454545454,1.3333333333333333,3.9512437185814275,4.04305126783455,333.5323232323232,Rural,56499.81481481482,no
0.92,Regular,no,0.04525862068965517,0.7142857142857143,3.9512437185814275,3.8501476017100584,282.17133620689657,Rural,63119.333333333336,no
0.92,Regular,no,0.04603580562659847,1.7777777777777777,3.9512437185814275,3.6109179126442243,305.84398976982095,Town,60679.833333333336,no
0.92,Regular,no,0.05325443786982249,1.5,3.8501476017100584,3.9512437185814275,373.9556213017751,Rural,58833,no
0.92,Regular,no,0.056074766355140186,1.3333333333333333,3.8501476017100584,3.7376696182833684,401.73364485981307,Rural,55184.333333333336,no
0.97,Regular,no,0.05517241379310345,1.09375,3.7376696182833684,3.8501476017100584,255.27785517241378,Rural,50345.03125,no
0.95,Regular,no,0.0536231884057971,0.16702702702702701,3.7954891891721947,3.9982007016691985,240.69064782608694,Rural,53979.45945945946,no
0.97,Regular,no,0.05063291139240506,0.25,3.8501476017100584,3.9512437185814275,284.60723206751055,Rural,53493.458333333336,no
0.92,Regular,no,0.05555555555555555,0.2608695652173913,4.343805421853684,3.8501476017100584,328.4720724637681,Rural,49929.782608695656,no
0.87,Regular,no,0.06744186046511629,0.21551724137931033,3.091042453358316,3.295836866004329,32.325697674418606,Town,47937.48275862069,no
0.92,Regular,no,0.05894308943089431,0.11206896551724138,3.295836866004329,3.091042453358316,377.1717804878049,Rural,39712.206896551725,yes
0.92,Regular,no,0.075,0.1376190476190476,1.6094379124341003,1.6094379124341003,625.6278464285714,Rural,35211.857142857145,yes
0.92,Regular,no,0.0659025787965616,0.08695652173913043,2.4849066497880004,2.0149030205422647,579.3067249283667,Rural,37700.391304347824,yes
0.97,Regular,no,0.059203444564047365,0.5636363636363636,3.4657359027997265,2.4849066497880004,231.1197524219591,Rural,48559.545454545456,yes
0.82,Regular,no,0.06303418803418803,0.4406779661016949,3.8501476017100584,3.9512437185814275,196.76008333333334,Rural,50325.627118644064,no
0.87,Regular,no,0.056255247691015954,0.5597014925373134,3.4657359027997265,3.4657359027997265,178.04603526448363,Rural,53599.94029850746,no
0.97,Regular,no,0.06428571428571428,0.8222222222222222,3.7954891891721947,3.7954891891721947,260.34761142857144,Rural,47066.177777777775,no
0.92,Regular,no,0.05785123966942149,0.42857142857142855,3.8501476017100584,3.7376696182833684,173.3552429752066,Rural,51738.92857142857,no
0.97,Regular,no,0.056782334384858045,0.4722222222222222,3.7376696182833684,3.8501476017100584,183.7112250262881,Rural,51303.61111111111,no
0.84,Regular,no,0.06736842105263158,0.546875,3.7954891891721947,3.5409593240373143,280.08042736842106,Rural,49272.34375,no
0.92,Regular,no,0.05175292153589316,0.1774193548387097,3.091042453358316,3.091042453358316,252.7977879799666,Rural,52939.51612903226,yes
0.86,Regular,no,0.06025727826675694,0.07865168539325842,3.5553480614894135,3.5553480614894135,232.94177386594447,City,50353.10112359551,no
0.9,Regular,no,0.06177606177606178,0.09375,3.6109179126442243,3.6109179126442243,356.82239382239385,City,53188.109375,no
0.92,Regular,no,0.05285118219749652,0.3268421052631579,3.8501476017100584,3.8501476017100584,476.2700361613352,Rural,79244.86842105263,no
0.86,Regular,no,0.054771784232365145,0.09848484848484848,3.6109179126442243,3.4657359027997265,178.36535269709543,City,52820.530303030304,no
0.87,Regular,no,0.05022488755622189,0.09701492537313433,3.713572066704308,3.8501476017100584,178.98336731634183,City,52304.164179104475,no
0.95,Regular,no,0.05442176870748299,0.28125,3.5409593240373143,2.70805020110221,407.92687074829934,Rural,49489.0625,yes
0.87,Regular,no,0.05197505197505198,0.96,3.9512437185814275,3.8501476017100584,315.9163846153846,Rural,46570.4,no
0.87,Regular,no,0.052521008403361345,1.04,4.04305126783455,3.9512437185814275,312.19639495798316,Rural,46106.24,no
0.92,Regular,no,0.05123674911660778,0.9137931034482759,4.04305126783455,3.9512437185814275,262.6123012367491,Suburb,48111.879310344826,no
0.91,Regular,no,0.05054759898904802,0.26666666666666666,3.9512437185814275,3.7376696182833684,249.43260320134794,Town,46953.98333333333,no
0.93,Regular,no,0.05098759761139182,0.1099099099099099,4.060443010546419,3.9889840465642745,319.5720601745521,Town,56096.07207207207,no
0.92,Regular,no,0.06937799043062201,0.3448275862068966,2.4849066497880004,2.833213344056216,491.68017224880384,Town,56664.1724137931,no
0.92,Regular,no,0.05443548387096774,0.25925925925925924,4.04305126783455,4.127134385045092,281.8344254032258,Town,49640.74074074074,no
0.92,Regular,no,0.05555555555555555,0.2391304347826087,3.8501476017100584,3.8501476017100584,333.59442995169087,Town,50215.391304347824,no
0.95,Regular,no,0.06405693950177936,0.39361111111111113,3.1986731175506815,3.1986731175506815,288.37978291814943,Rural,46549.666666666664,no
0.97,Regular,no,0.05539358600583091,0.42105263157894735,3.8501476017100584,3.9512437185814275,433.27651311953355,Suburb,54445.26315789474,no
0.97,Regular,no,0.05628517823639775,0.3,3.9512437185814275,3.9512437185814275,281.1026904315197,Rural,50977.333333333336,no
0.95,Regular,no,0.054878048780487805,0.25133333333333335,3.9512437185814275,3.8501476017100584,252.4251524390244,Suburb,53181.13333333333,no
0.92,Regular,no,0.0583756345177665,0.43478260869565216,3.5409593240373143,3.1986731175506815,371.5617868020305,Rural,50919.13043478261,no
0.97,Regular,no,0.058823529411764705,0.3541666666666667,3.4657359027997265,3.6109179126442243,361.05579901960783,Rural,53601.333333333336,no
0.84,Regular,no,0.03904382470119522,0.24489795918367346,3.4657359027997265,3.4657359027997265,223.10756972111554,Rural,51895.63265306123,no
0.82,Regular,no,0.045513654096228866,0.17142857142857143,2.0149030205422647,2.833213344056216,228.91287386215865,Suburb,63586.485714285714,yes
0.95,Regular,no,0.05859375,0.3333333333333333,3.5409593240373143,3.5409593240373143,431.42425390625,Rural,51061.4,no
0.95,Regular,no,0.05841121495327103,0.28,4.1666652238017265,3.9982007016691985,275.4613574766355,Rural,48532.4,no
0.92,Regular,no,0.05623471882640587,0.34782608695652173,4.127134385045092,4.127134385045092,313.30713202933987,Rural,46344.434782608696,no
0.95,Regular,no,0.06171648987463838,0.24609375,3.970291913552122,3.912023005428146,337.0655737704918,City,60346.59375,no
0.97,Regular,no,0.05549626467449306,0.26269230769230767,3.8501476017100584,3.9512437185814275,248.1291024546425,Town,56450,no
0.84,Regular,no,0.058931860036832415,0.203125,3.7954891891721947,3.5409593240373143,276.9060773480663,Rural,71973.84375,yes
0.87,Regular,no,0.05357142857142857,0.125,3.6109179126442243,3.091042453358316,251.42633928571428,Rural,78871.125,yes
0.9,Regular,no,0.07092198581560284,0.1,3.4011973816621555,3.901972669574645,417.0177304964539,Rural,60002.65,yes
0.86,Regular,no,0.06299212598425197,0.2864583333333333,3.5553480614894135,3.4965075614664802,313.495406824147,City,49362.34375,no
0.92,Regular,no,0.0688622754491018,0.391304347826087,3.8501476017100584,3.7376696182833684,600.8859461077844,Town,53033.434782608696,no
0.95,Regular,no,0.05286343612334802,0.5833333333333334,3.7376696182833684,3.295836866004329,329.74876211453744,Rural,57816.333333333336,no
0.95,Regular,no,0.056074766355140186,0.3333333333333333,3.5409593240373143,3.5409593240373143,363.171,Rural,54370.25,no
0.92,Regular,no,0.04838709677419355,0.3055555555555556,3.8501476017100584,3.6109179126442243,300.7222580645161,Rural,53661.61111111111,no
0.82,Regular,no,0.041176470588235294,0.4928571428571429,2.4849066497880004,2.0149030205422647,798.3058823529411,Rural,123309.21428571429,yes
0.97,Regular,no,0.057947019867549666,0.21428571428571427,4.04305126783455,3.9512437185814275,523.127380794702,Town,50573.57142857143,no
0.87,Regular,no,0.056847545219638244,0.2727272727272727,3.7376696182833684,3.7376696182833684,670.6821705426356,Town,46155.818181818184,no
0.92,Regular,no,0.04975124378109453,0.2,2.4849066497880004,2.4849066497880004,903.542288557214,Rural,47398,no
0.92,Regular,no,0.05189620758483034,0.20076923076923076,3.8501476017100584,3.9512437185814275,496.5670838323353,Rural,57177.42307692308,no
0.96,Regular,no,0.05654761904761905,0.37333333333333335,4.276666119016055,4.204692619390966,288.84099107142856,Rural,57349.491228070176,no
0.93,Regular,no,0.07422512234910278,0.14428571428571427,4.406719247264253,4.276666119016055,799.5451158238174,Suburb,62380.21978021978,no
0.97,Regular,no,0.05997392438070404,0.17391304347826086,3.6109179126442243,3.4657359027997265,305.4669778357236,Rural,44040.32608695652,no
0.92,Regular,no,0.057180851063829786,0.13953488372093023,3.5409593240373143,3.5409593240373143,468.40832712765956,Rural,48457.41860465116,no
0.95,Regular,no,0.06166219839142091,0.13043478260869565,3.5409593240373143,3.5409593240373143,530.6379865951743,Rural,40673.04347826087,no
0.97,Regular,no,0.05241935483870968,0.11538461538461539,3.8501476017100584,3.9512437185814275,281.60471236559135,Rural,52899.97435897436,no
0.92,Regular,no,0.05130784708249497,0.11764705882352941,4.04305126783455,4.127134385045092,258.54343259557345,Rural,51820.58823529412,no
0.8,Regular,no,0.05414364640883978,0.14438775510204083,4.060443010546419,4.060443010546419,253.6626033149171,City,55507.95918367347,no
0.9,Regular,no,0.05415754923413567,0.12474747474747475,4.204692619390966,4.276666119016055,248.77834354485776,City,54759.292929292926,no
0.87,Regular,yes,0.06572164948453608,0.1803921568627451,2.833213344056216,3.091042453358316,462.2070309278351,City,53682.666666666664,yes
0.97,Regular,yes,0.06236559139784946,0.13793103448275862,4.343805421853684,4.406719247264253,395.0654903225807,City,52417.65517241379,yes
0.89,Regular,no,0.06455142231947483,0.15254237288135594,3.295836866004329,3.4657359027997265,388.00526477024067,City,51633.101694915254,yes
0.92,Regular,no,0.06319702602230483,0.1627450980392157,2.4849066497880004,2.833213344056216,447.7321090458488,City,44880.86274509804,yes
0.97,Regular,no,0.051798561151079135,0.2222222222222222,3.7376696182833684,3.7376696182833684,227.83021582733812,Rural,80891.08333333333,no
0.92,Regular,no,0.05698529411764706,0.3225806451612903,3.6109179126442243,3.295836866004329,284.1900845588235,Rural,37245.12903225807,no
0.95,Regular,no,0.05555555555555555,0.5185185185185185,3.7954891891721947,3.7954891891721947,309.96080864197535,Rural,64655.11111111111,no
0.95,Regular,no,0.052941176470588235,0.5925925925925926,3.5409593240373143,3.7954891891721947,289.4712921568627,Rural,67537.22222222222,yes
0.82,Regular,no,0.048625792811839326,0.7391304347826086,3.7376696182833684,3.6109179126442243,506.6596194503171,Rural,71300.39130434782,no
0.87,Regular,no,0.06267806267806268,0.23863636363636365,4.04305126783455,3.8501476017100584,120.76414529914528,City,50947.431818181816,no
0.92,Regular,no,0.06483790523690773,0.21153846153846154,3.9512437185814275,3.9512437185814275,721.930174563591,Town,58800.42307692308,no
0.88,Regular,no,0.05727554179566564,0.06594594594594594,3.1354942159291497,3.367295829986474,403.3544891640867,Rural,14835.013513513513,no
0.97,Regular,no,0.055865921787709494,0.08333333333333333,3.8501476017100584,4.04305126783455,620.3294338919926,Rural,54741.166666666664,no
0.81,Regular,no,0.06493506493506493,0.08,2.4849066497880004,2.833213344056216,521.8274350649351,Suburb,36792.52,no
0.92,Regular,no,0.05324459234608985,0.0834375,3.4657359027997265,3.4657359027997265,537.7457371048254,Rural,47657.8125,no
0.89,Regular,no,0.05560791705937795,0.10135593220338984,3.8501476017100584,3.9512437185814275,346.90242130065974,Suburb,51735.32203389831,no
0.88,Regular,no,0.05412599822537711,0.09836065573770492,3.4657359027997265,3.6109179126442243,348.60974977817216,Rural,25775.67213114754,no
0.94,Regular,no,0.05387523629489603,0.0687719298245614,3.091042453358316,3.295836866004329,399.79158790170135,Rural,53114.89473684211,no
0.92,Regular,no,0.0559254327563249,0.09380952380952381,3.9512437185814275,4.127134385045092,515.9074567243675,Rural,26922.214285714286,no
0.97,Regular,no,0.05343511450381679,0.07142857142857142,3.4657359027997265,3.7376696182833684,487.55248091603056,Rural,53805.21428571428,no
0.94,Regular,no,0.054271356783919596,0.07092592592592593,3.091042453358316,3.6109179126442243,406.5860552763819,Suburb,44103.74074074074,no
0.97,Regular,no,0.05874125874125874,0.06738095238095239,2.833213344056216,2.833213344056216,512.0216783216783,Suburb,22201.619047619046,no
0.96,Regular,no,0.053064275037369206,0.08450704225352113,3.912023005428146,3.912023005428146,465.95501644245144,Suburb,21262.718309859156,no
0.95,Regular,no,0.04965243296921549,0.08839999999999999,2.833213344056216,2.833213344056216,447.4020605759682,Suburb,21381.68,no
0.92,Regular,no,0.05562422744128554,0.08888888888888889,3.7954891891721947,3.7954891891721947,220.0247218788628,Rural,48348.26666666667,no
0.92,Regular,no,0.052870090634441085,0.1,3.7376696182833684,3.6109179126442243,222.05438066465257,Rural,50172.74285714285,no
0.95,Regular,no,0.05084745762711865,0.15,3.7954891891721947,3.5409593240373143,254.23728813559322,Rural,48513.96666666667,no
0.74,Regular,no,0.06666666666666667,0.3,3.1986731175506815,2.70805020110221,397.3602088888889,Town,37859.13333333333,no
0.97,Regular,no,0.056451612903225805,0.5357142857142857,3.9512437185814275,3.9512437185814275,237.39461559139787,Rural,47463.09523809524,no
0.92,Regular,no,0.0591672753834916,0.4074074074074074,4.04305126783455,3.7376696182833684,198.65063476990503,Rural,46645.641975308645,no
0.92,Regular,no,0.056847545219638244,0.3409090909090909,3.8501476017100584,3.9512437185814275,204.21455124892336,Rural,48733.78787878788,no
0.97,Regular,no,0.05493273542600897,0.39938775510204083,3.9512437185814275,3.8501476017100584,208.7333239910314,Rural,50998.08163265306,no
0.97,Regular,no,0.055234954657873044,0.3880597014925373,3.9512437185814275,3.7376696182833684,153.49556883759274,Rural,48402.014925373136,no
0.9,Regular,no,0.06017191977077364,0.6428571428571429,3.901972669574645,3.4011973816621555,380.39944412607446,Rural,49101.619047619046,no
0.87,Regular,no,0.05815831987075929,0.3472222222222222,3.8501476017100584,3.8501476017100584,235.00711793214862,Rural,43777.805555555555,no
0.9,Regular,no,0.08270676691729323,0.6363636363636364,3.4011973816621555,2.302585092994046,639.0902255639098,Rural,38654.545454545456,no
0.97,Regular,no,0.050239234449760764,0.30952380952380953,3.5409593240373143,3.5409593240373143,327.11961722488036,Rural,50279.333333333336,no
0.87,Regular,no,0.051926298157453935,0.27419354838709675,3.7376696182833684,3.6109179126442243,353.11892797319933,Town,53165.16129032258,no
0.97,Regular,no,0.05413105413105413,0.2631578947368421,3.4657359027997265,3.7376696182833684,411.3048433048433,Rural,55845.63157894737,no
